State	City	Airport Name	Airport Code	FBO Name	Phone Numbers(s)	*Has Fees?	*Fee Categorization	If other, how do they categorize?	Landing Fee	Ramp Fee	Tie Down Fee	Facility Fee	Call Out Fee	Hangar Fee	Other Fee	How often do fees change?	*Fees waived by fuel purchase?	If so, how much fuel?	Who did you talk to?	*Call Date	*Quality of Info?	*Do they have a fee sheet?	If so, what's the link? (double check hangar/call out fees)	Additional Info
TX	Houston	Ellington Airport	KEFD	 On the Fly Self-Fueling Station	713-847-4234																			
TX	Laredo	Laredo International Airport	KLRD	Signature Flight Support	956-723-2031																			
TX	Laredo	Laredo International Airport	KLRD	Barker Ground Services, Inc.	956-728-7540, 956-724-7897																			
TX	Laredo	Laredo International Airport	KLRD	 Laredo Jet Center	956-791-3500, 956-436-4566																			
TX	El Paso	El Paso International Airport	KELP	Atlantic Aviation	915-779-2831																			
TX	Houston	David Wayne Hooks Memorial Airport	KDWH	Gill Aviation	281-376-5436																			
TX	Houston	David Wayne Hooks Memorial Airport	KDWH	 Tomball Jet Center	281-251-2800																			
TX	Georgetown	Georgetown Municipal Airport	KGTU	GTU Jet	512-869-0900																			
TX	Georgetown	Georgetown Municipal Airport	KGTU	 City of Georgetown Terminal	512-930-3666, 512-930-2573																			
TX	Georgetown	Georgetown Municipal Airport	KGTU	 AeroJet Center	512-863-5530, 512-863-5530																			
TX	Dallas	Addison Airport	KADS	Atlantic Aviation	972-713-7000																			
TX	Dallas	Addison Airport	KADS	 Million Air Dallas	972-248-1600																			
TX	San Antonio	Stinson Municipal Airport	KSSF	GateONE	210-922-1203																			
TX	Sherman/Denison	North Texas Regional Airport/Perrin Field	KGYI	Lake Texoma Jet Center	903-786-2666																			
TX	Houston	Sugar Land Regional Airport	KSGR	GlobalSelect	281-275-2400																			
TX	Mesquite	Mesquite Metro Airport	KHQZ	 Mesquite Metro Airport	972-216-4130, 972-216-4132																			
TX	San Angelo	San Angelo Regional Airport/Mathis Field	KSJT	 Ranger Aviation Enterprises	325-949-3773																			
TX	San Angelo	San Angelo Regional Airport/Mathis Field	KSJT	Skyline Aviation	325-944-8858																			
TX	Lubbock	Lubbock Preston Smith International Airport	KLBB	Lubbock Aero	806-747-5101																			
TX	Lubbock	Lubbock Preston Smith International Airport	KLBB	 Chaparral Jet Center	806-762-6670																			
TX	Fort Worth	Fort Worth Spinks Airport	KFWS	Harrison Aviation	817-447-8016																			
TX	Lancaster	Lancaster Regional Airport	KLNC	Lancaster Regional Airport	972-227-5721																			
TX	Grand Prairie	Grand Prairie Municipal Airport	KGPM	 Aviator Air	972-988-8609																			
TX	Grand Prairie	Grand Prairie Municipal Airport	KGPM	 City of Grand Prairie	972-237-7592																			
TX	Houston	Conroe-North Houston Regional Airport	KCXO	General Aviation Services FBO	936-760-1717																			
TX	Houston	Conroe-North Houston Regional Airport	KCXO	Galaxy FBO	936-494-4252																			
TX	Midland	Midland International Air and Space Port Airport	KMAF	Signature Flight Support	432-563-2033																			
TX	Corpus Christi	Corpus Christi International Airport	KCRP	Signature Flight Support	361-289-0585																			
TX	Corpus Christi	Corpus Christi International Airport	KCRP	Atlantic Aviation	361-289-1881																			
TX	Fort Worth	Bourland Field Airport	50F	Bourland Field	817-396-4554				0	0	3 nights free + $10/day, 3 days free + $40/week		no	Online $260-$450						2017-08-22	Good			Said he was annoyed that this isn't published online
TX	Austin	San Marcos Regional Airport	KHYI	Redbird Skyport, Inc.	512-878-6670															2017-07-06				
TX	San Antonio	Boerne Stage Field Airport	5C1	Boerne Stage Field	830-981-2345																Did not Answer (Will Call Again)			
TX	Houston	Houston Southwest Airport	KAXH	Houston Southwest Airport	281-431-2581																Did not Answer (Will Call Again)			willing to share but dirrector was out
TX	Temple	Draughon-Miller Central Texas Regional Airport	KTPL	General Aviation Terminal	254-298-5770																			
TX	Harlingen	Valley International Airport	KHRL	Sun Valley Aviation	956-421-4545															2017-08-16	Did not Answer (Will Call Again)			Corey? the manager is calling me back on my cell. 
TX	Ingleside	McCampbell-Porter Airport	KTFP	Corpus Christi Jet Center	361-758-2000																			
TX	Nacogdoches	Nacogdoches A L Mangham Jr. Regional Airport	KOCH	 City of Nacogdoches	936-560-9567																			
TX	Huntsville	Huntsville Municipal Airport	KUTS	Huntsville Aviation	936-295-8136																			
TX	Port Isabel	Port Isabel-Cameron County Airport	KPIL	Hunt Pan Am Aviation	956-233-4424																			
TX	La Porte	La Porte Municipal Airport	T41	Tri-Star Aviation	281-470-7827, 281-471-5850																			
TX	La Porte	La Porte Municipal Airport	T41	Harvey & Rihn Aviation	281-471-1675																			
TX	Brenham	Brenham Municipal Airport	11R	Southern Flyer	979-836-5462																			
TX	Brownsville	Brownsville/South Padre Island International Airport	KBRO	 Southmost Aviation	956-542-5852																			
TX	Brownsville	Brownsville/South Padre Island International Airport	KBRO	 Hunt Pan Am Aviation	956-542-9111																			
TX	Lubbock	Lubbock Executive Airpark	F82	Lubbock Executive Airpark	806-745-4967, 806-789-6437																			
TX	Midland	Midland Airpark	KMDD	Basin Aviation	432-685-7000																			
TX	Alice	Alice International Airport	KALI	 KALI Aviation, LLC.	361-664-2656															2017-07-06				
TX	Brady	Curtis Field Airport	KBBD	 City of Brady (FBO)	325-597-1461, 325-456-1595																			
TX	Corsicana	C David Campbell Field-Corsicana Municipal Airport	KCRS	Corsicana Aviation Services	903-654-4847																			
TX	Fort Hood (Killeen)	Robert Gray Army Airfield	KGRK	Killeen-Fort Hood Regional Airport	254-501-6100																			
TX	Weatherford	Parker County Airport	KWEA	Chief Aero, LLC	817-599-9210, 682-249-1755																			
TX	Brownwood	Brownwood Regional Airport	KBWD	Brownwood Regional Airport	325-643-1482, 325-642-0868																			
TX	Hondo	South Texas Regional Airport at Hondo	KHDO	South Texas Regional Airport at Hondo	830-426-3810																			
TX	Center	Center Municipal Airport	F17	Center Municipal Airport	936-598-8119																			
TX	Gainesville	Gainesville Municipal Airport	KGLE	City of Gainesville (FBO)	940-668-4565																			
TX	San Antonio	Bulverde Airpark	1T8	 Anderson Aviation	210-287-9073																			
TX	Pecos	Pecos Municipal Airport	KPEQ	Pecos Air Center	432-447-2488																			
TX	Plainview	Hale County Airport	KPVW	Rocket Aviation, LP	806-293-4121, 806-685-3682																			
TX	Big Spring	Big Spring Mc Mahon-Wrinkle Airport	KBPG	Lone Star Aviation	432-264-7124																			
TX	Lufkin	Angelina County Airport	KLFK	 Angelina County (FBO)	936-634-7511																			
TX	Bridgeport	Bridgeport Municipal Airport	KXBP	Bridgeport Municipal Airport	940-683-3400																			
TX	Pampa	Perry Lefors Field Airport	KPPA	Pampa Aircraft	806-665-1881																			
TX	Wichita Falls	Wichita Valley Airport	F14	Wichita Valley Airport	940-781-7246																			
TX	Burnet	Burnet Municipal Airport-Kate Craddock Field	KBMQ	Faulkner's Air Shop	512-756-6655																			
TX	Stephenville	Stephenville Clark Regional Airport	KSEP	Stephenville Aviation	254-965-2795																			
TX	Atlanta	Hall-Miller Municipal Airport	KATA	Flyin JN LLC	903-932-1767									$185 monthly						2017-07-06				Unreliable data. Very relaxed pricing, no real structure.
TX	Midland	Skywest Airport Inc.	7T7	Skywest Airport, Inc.	432-570-5983															8/28/2017	Did not Answer (Will Call Again)			
TX	Decatur	Decatur Municipal Airport	KLUD	Decatur Jet Center	940-627-1050															8/28/2017	Did not Answer (Will Call Again)			Said she was busy and to call back
TX	Gilmer	Fox Stephens Field - Gilmer Municipal Airport	KJXI	J L Aero	903-734-6601															8/28/2017	Did not Answer (Will Call Again)			
TX	Gladewater	Gladewater Municipal Airport	07F	Gladewater Municipal Airport	903-845-2116															8/28/2017	Did not Answer (Will Call Again)			
TX	Houston	Houston Executive Airport	KTME	Henriksen Jet Center	866-936-2626, 281-945-5000															8/28/2017	Did not Answer (Will Call Again)			
TX	Smithville	Smithville Crawford Municipal Airport	84R	Fayette Aero LLC	979-242-3316, 210-241-3704															8/28/2017	Did not Answer (Will Call Again)			Said we called around 4 days ago? I might have forgotten to mark some calls There's a flood so he didn't have time to answer
TX	Castroville	Castroville Municipal Airport	KCVB	 Castroville Municipal Airport	830-931-0234, 830-538-4260															8/28/2017	Did not Answer (Will Call Again)			
TX	Mount Pleasant	Mount Pleasant Regional Airport	KOSA	Mount Pleasant Regional Airport	903-575-4020															8/25/2017	Did not Answer (Will Call Again)			
TX	Spicewood	Spicewood Airport	88R	Spicewood Airport	830-201-3111															8/25/2017	Did not Answer (Will Call Again)			
TX	Marshall	Harrison County Airport	KASL	Central Jet Service	903-938-1394, 903-938-3908																			
TX	Breckenridge	Stephens County Airport	KBKD	Breck Airways	254-559-2515																Did not Answer (Will Call Again)			
TX	Cleveland	Cleveland Municipal Airport	6R3	Aviation Services	281-592-1282															8/25/2017	Did not Answer (Will Call Again)			Machine asked to enter a remote access code?
TX	Bowie	Bowie Municipal Airport	0F2	Bowie Municipal Airport	940-872-6357, 940-841-4156															8/25/2017	Did not Answer (Will Call Again)			
TX	Caddo Mills	Caddo Mills Municipal Airport	7F3	Blink Design and Manufacturing, LLC	903-527-3888															8/25/2017	Did not Answer (Will Call Again)			
TX	Levelland	Levelland Municipal Airport	KLLN	Levelland Aero Services, Inc.	806-897-4774															8/25/2017	Did not Answer (Will Call Again)			
TX	Bonham	Jones Field Airport	F00	Jones Field	903-583-8623															8/25/2017	Did not Answer (Will Call Again)			
TX	Cotulla	Cotulla-La Salle County Airport	KCOT	Page Aviation	830-879-3858															8/25/2017	Would not Disclose			We would have to talk to the airport manager, lady said to call back later
TX	Hereford	Hereford Municipal Airport	KHRX	City of Hereford (FBO)	806-258-7289															8/25/2017	Would not Disclose			Have to talk to the airport manager, she'll be back on Monday
TX	Orange	Orange County Airport	KORG	Sabine Aviation	409-883-6964																Did not Answer (Will Call Again)			
TX	Taylor	Taylor Municipal Airport	T74	Taylor Municipal Airport	512-352-5747, 512-352-3675																Did not Answer (Will Call Again)			
TX	Athens	Athens Municipal Airport	F44	 Athens Jet Center	903-675-0086, 903-288-4455		Square Footage							Monthly $200-$800, depending on plane weight		Fees change in tandem with fuel price only	No			2017-07-06		No		
TX	Beeville	Beeville Municipal Airport	KBEA	Beeville Air Services	361-358-0410																Did not Answer (Will Call Again)			
TX	Dalhart	Dalhart Municipal Airport	KDHT	 Larsen Aviation	806-244-5521, 806-249-5521															8/23/2017				Got someone who didn't know the fees, said to call back in a few minutes
TX	Carthage	Panola County Airport-Sharpe Field	4F2	 Panola County Airport-Sharpe Field	903-693-7856															8/23/2017	Did not Answer (Will Call Again)			
TX	Hillsboro	Hillsboro Municipal Airport	KINJ	Hillsboro Municipal Airport	254-582-3731																Did not Answer (Will Call Again)			
TX	Andrews	Andrews County Airport	E11	Andrews County Airport	432-524-1447																			
TX	Houston	North Houston Airport	9X1	North Houston Airport	281-572-1111																Did not Answer (Will Call Again)			Said that they were busy at the moment
TX	Kirbyville	Kirbyville Airport	T12	J & J Aviation	409-423-2166																Did not Answer (Will Call Again)			Ask if Jan is there, she knows the fees
TX	Baytown	RWJ Airpark	54T	Bay Area Aviation	281-383-2320																			
TX	Comanche	Comanche County-City Airport	KMKN	Comanche County-City Airport	325-356-2175																Did not Answer (Will Call Again)			
TX	Livingston	Livingston Municipal Airport	00R	Burrows Air	936-967-5858																Did not Answer (Will Call Again)			
TX	Pleasanton	Pleasanton Municipal Airport	KPEZ	Pleasanton Municipal Airport	830-569-3155																Did not Answer (Will Call Again)			Call before 4pm
TX	Crockett	Houston County Airport	KDKR	Houston County Airport	936-544-3255, 936-544-2862																Did not Answer (Will Call Again)			Call at 7pm? 6:30pm?
TX	Mineola	Mineola Airport-Wisener Field	3F9	Wisener Field Airport	903-569-5275																Did not Answer (Will Call Again)			
TX	Ozona	Ozona Municipal Airport	KOZA	McCleary Aircraft	325-392-2030, 325-226-2628																Did not Answer (Will Call Again)			
TX	Junction	Kimble County Airport	KJCT	Kimble County Airport	325-446-2820, 325-446-6494																Did not Answer (Will Call Again)			Can call back later
TX	Plains	Yoakum County Airport	F98	Sandy Land UWCD	806-456-2155																Did not Answer (Will Call Again)			
TX	Mount Vernon	Franklin County Airport	F53	Franklin County Airport	903-767-0602																Did not Answer (Will Call Again)			
TX	Spearman	Major Samuel B Cornelius Field Airport	E42	City of Spearman (FBO)	806-659-2524															8/17	Would not Disclose			City Hall, no option to call airport
TX	Caldwell	Caldwell Municipal Airport	KRWV	 Caldwell Flying Service	979-567-3003, 979-595-6666															8/17	Would not Disclose			I asked if she could help me out.... and she said "no maam" :'(
TX	Palacios	Palacios Municipal Airport	KPSX	Palacios Municipal Airport	361-972-2400																Did not Answer (Will Call Again)			
TX	Commerce	Commerce Municipal Airport	2F7	City of Commerce	903-886-1128																Did not Answer (Will Call Again)			
TX	Denver City	Denver City Airport	E57	Denver City Airport	806-592-3820																Did not Answer (Will Call Again)			
TX	Stamford	Arledge Field Airport	F56	City of Stamford	325-370-7986																Did not Answer (Will Call Again)			
TX	Olney	Olney Municipal Airport	KONY	City of Olney	940-564-2938																Did not Answer (Will Call Again)			
TX	Big Lake	Reagan County Airport	E41	Reagan County Airport	325-650-1314																Did not Answer (Called Twice)			
TX	Columbus	Robert R Wells Jr. Airport	66R	Colorado County	979-732-9500, 979-732-2604																Did not Answer (Will Call Again)			
TX	Cameron	Cameron Municipal Airpark	T35	 City of Cameron	254-697-6646																Did not Answer (Called Twice)			Said to talk to the city manager, but he was busy
TX	Gonzales	Roger M Dreyer Memorial Airport	T20	City of Gonzales (self-serve fuel)	830-672-2815																			Got redirected to a guy... who wasn't available
TX	Hearne	Hearne Municipal Airport	KLHB	 City of Hearne	979-412-1031, 979-279-3461																Did not Answer (Will Call Again)			Said she would redirect me, was on hold for 5 minutes so I gave up. The on-hold music at this place is dope.
TX	Jefferson	Cypress River Airport	24F	Cypress River Airport	903-665-8067																			I think the number's disconnected
TX	Kenedy	Karnes County Airport	2R9	Stetson Aviation, Inc.	830-583-9884, 830-583-5930																Did not Answer (Will Call Again)			
TX	Sinton	Alfred C 'Bubba' Thomas Airport	T69	Sky Park Aviation	361-364-3200																Did not Answer (Will Call Again)			
TX	Zapata	Zapata County Airport	KAPY	Zapata County Airport	956-765-4453																Did not Answer (Will Call Again)			
TX	Winnsboro	Winnsboro Municipal Airport	F51	City of Winnsboro (FBO)	903-342-3654, 903-243-4876																Did not Answer (Will Call Again)			
TX	Ballinger	Bruce Field Airport	E30	Bruce Field Airport	325-365-3907																			
TX	Carrizo Springs	Dimmit County Airport	KCZT	Dimmit County Airport	830-876-9339, 830-255-1312																Did not Answer (Called Twice)			First number is disconnected and the second didn't pick up. Probably no longer operational.
TX	Dimmitt	Dimmitt Municipal Airport	T55	B & W Aerial Spray	806-647-2550																Did not Answer (Will Call Again)			Said she didn't know much and hung up
TX	Anahuac	Chambers County Airport	T00	Chambers County Anahuac Airport	409-267-2719																			
TX	Haskell	Haskell Municipal Airport	15F	City of Haskell	940-864-2333															8/15/2017	Did not Answer (Called Twice)			I think the number is disconnected
TX	Muleshoe	Muleshoe Municipal Airport	2T1	City of Muleshoe	806-272-4528															8/15/2017				The FBO is run by the city, the city manager knows the fees and will be back in town monday the 21st
TX	Sonora	Sonora Municipal Airport	KSOA	Sonora Municipal Airport	325-387-2447, 325-387-2558															8/15/2017	Did not Answer (Will Call Again)			
TX	Mason	Mason County Airport	T92	Mason County Airport	325-347-8255															8/15/2017	Did not Answer (Will Call Again)			
TX	Rosenberg	Lane Airpark	T54	Lane Aviation	281-232-5401															8/15/2017	Did not Answer (Called Twice)			I got a dial up tone. Those still exist? Then it just hung up. idk
TX	Palmer	Dallas South Port Airport	T13	Pumpkin Air	214-926-3457, 214-926-3458															8/15/2017	Did not Answer (Will Call Again)			
TX	Iraan	Iraan Municipal Airport	2F0	Iraan Municipal Airport	432-639-2841															8/15/2017	Unreliable Data			She said she didn't have time to talk to me, so she may have just said there were no fees to get me off the phone.
TX	George West	Live Oak County Airport	8T6	Live Oak County Airport	361-449-2733				.											8/15/2017	Did not Answer (Called Twice)			Got the courthouse number
TX	Fort Worth	Sycamore Strip Airport	9F9	A & W Aircraft	817-293-0510																Did not Answer (Will Call Again)			
TX	San Antonio	Kelly Field Airport	KSKF	Atlantic Aviation	210-921-6100															8/15	Would not Disclose			
TX	Van Horn	Culberson County Airport	KVHN	West Texas Aviation	432-283-2237																Did not Answer (Will Call Again)			
TX	Cisco	Gregory M Simmons Memorial Airport	KGZN	Cisco Aviation	817-850-3670, 254-433-1874																Did not Answer (Will Call Again)			
TX	Dryden	Terrell County Airport	6R6	Terrell County Airport	432-345-6731																Did not Answer (Will Call Again)			
TX	Beeville	Chase Field Industrial Airport	TX2	Beeville Air Services	361-358-0410, 361-358-2023																Did not Answer (Will Call Again)			
TX	Port Mansfield	Charles R Johnson Airport	T05	Willacy County Navigation District	956-944-2325																Did not Answer (Will Call Again)			
